EntryID,LemmaID,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,LexicalClass,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1
keyboard,keyboard,3.95,1.504,-0.553129277,20,12.00%,3.917,1.621,-0.435848953,12,14.29%,0,,,6.233,1.948,1.81,30,1.969,Noun,0,0,0,333.67,734.07,400.4,1234.57,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,None,746,41,6,332,349,345,455,108,180,89,,B,70,3,0
kid,kid,5.733,1.363,0.832944701,30,0.00%,5.667,1.414,0.660049321,18,0.00%,0,,,1.314,2.075,-0.784,35,4.238,Noun,0,0,0,467.13,734.07,266.93,1468.14,OneHanded,Head,UpperLip,ip,1,None,748,37,0,388,300,7,7,487,180,7,,C,57,3,0
kill,kill,3.444,1.476,-0.394446452,27,0.00%,3.313,1.493,-0.493727918,16,0.00%,0,,,2.556,2.025,-0.208,36,4.363,Verb,0,0,0,567.23,1067.73,500.5,2102.1,AsymmetricalDifferentHandshape,Hand,Palm,i,4,Straight,562,14,1,178,216,91,265,52,177,16,,D,13,1,0
king,king,3.067,1.818,-0.802688269,30,0.00%,3,1.715,-0.951216159,18,0.00%,0,,,2.067,1.921,-0.431,30,3.819,Noun,0,1,0,533.87,1101.1,567.23,1868.54,OneHanded,Body,Clavicle,im,Stacked,Curved,557,3,0,388,100,41,129,13,125,13,,C,56,1,0
kiss,kiss,5.846,1.759,0.958399906,26,3.70%,5.563,2.128,0.742816662,16,5.88%,0,,,2.935,2.166,-0.015,31,3.791,Noun,0,0,0,567.23,1334.67,767.43,1768.44,OneHanded,Head,Chin,imrp,4,BackAndForth,848,32,0,388,300,63,455,52,354,30,,D,14,2,0
kitchen,kitchen,6.038,1.038,1.166868636,26,0.00%,6.167,0.937,1.198194275,12,0.00%,0,,,1.5,2.074,-0.701,30,3.474,Noun,0,1,0,367.03,867.53,500.5,1134.47,AsymmetricalDifferentHandshape,Hand,Palm,im,Stacked,Curved,422,4,0,178,216,91,129,13,125,13,,A,16,2,0
kite,kite,2.037,1.531,-0.978415335,27,0.00%,1.923,1.32,-0.99983066,13,0.00%,0,,,4.633,2.074,0.731,30,2.072,Noun,0,0,0,333.67,1434.77,1101.1,1601.6,AsymmetricalDifferentHandshape,Neutral,Neutral,imrp,1,Other,889,7,4,178,349,345,455,487,46,192,,A,30,2,0
kneel,kneel,2.533,1.479,-1.065353137,30,0.00%,2.833,1.618,-0.985377452,18,0.00%,1,100.00%,100.00%,4.111,2.075,0.56,36,2.436,Verb,0,0,0,367.03,767.43,400.4,1501.5,AsymmetricalDifferentHandshape,Hand,Palm,im,2,None,490,11,0,178,216,91,129,76,180,19,,C,21,3,0
knife,knife,4.28,1.696,-0.215299325,25,0.00%,4.5,1.787,-0.08886464,14,0.00%,0,,,3.067,2.045,0.166,30,3.378,Noun,0,0,0,633.97,1067.73,433.77,1768.44,AsymmetricalSameHandshape,Hand,FingerRadial,i,1,BackAndForth,800,26,6,78,216,33,265,487,354,134,,B,11,2,0
knitting,knitting,2.958,2.074,-0.652986661,24,7.69%,2.6,1.682,-0.879476358,15,6.25%,0,,,4.042,2.009,0.542,24,2.064,Verb,0,0,0,533.87,1501.5,967.63,2035.37,SymmetricalOrAlternating,Neutral,Neutral,i,1,None,835,32,5,332,349,345,265,487,180,134,,D,71,3,0
know,know,5.767,1.501,0.821531955,30,0.00%,5.722,1.406,0.691856279,18,0.00%,0,,,4.633,1.921,0.883,30,5.465,Verb,0,0,0,467.13,867.53,400.4,1534.87,OneHanded,Head,Eye,imrp,1,BackAndForth,925,75,13,388,300,61,455,487,354,192,,C,48,1,0
lamp,lamp,4.731,1.282,0.316238387,26,0.00%,4.813,1.377,0.334207391,16,0.00%,0,,,3.625,2.009,0.28,24,2.818,Noun,0,0,0,633.97,1434.77,800.8,2302.3,SymmetricalOrAlternating,Neutral,Neutral,imrp,3,None,762,24,2,332,349,345,455,88,180,34,,D,37,3,0
language,language,5.387,1.476,0.726226386,31,0.00%,5.778,1.353,0.962105203,18,0.00%,0,,,1.579,2.048,-0.753,38,3.253,Noun,0,1,0,600.6,1401.4,800.8,2268.94,SymmetricalOrAlternating,Neutral,Neutral,i,1,BackAndForth,875,74,7,332,349,345,265,487,354,134,,A,67,1,0
laptop,laptop,5.793,1.292,0.866842492,29,0.00%,5.706,1.49,0.743133535,17,0.00%,0,,,2.917,2.075,-0.013,36,2.25,Noun,0,0,0,333.67,834.17,500.5,1301.3,AsymmetricalSameHandshape,Hand,Palm,imrp,1,BackAndForth,883,49,18,78,216,91,455,487,354,192,,C,42,3,0
last,last,4.875,1.393,0.099166385,24,0.00%,5.077,1.256,0.25321102,13,0.00%,0,,,1.519,2.016,-0.65,27,4.567,Number,0,0,0,333.67,633.97,300.3,2168.84,AsymmetricalSameHandshape,Hand,FingerTip,p,1,Straight,669,5,0,78,216,15,41,487,177,38,,B,38,1,0
late,late,5.067,1.363,0.384759111,30,0.00%,5.167,1.425,0.323070406,18,0.00%,0,,,1.7,1.921,-0.59,30,4.139,Adjective,0,0,0,400.4,700.7,300.3,1601.6,OneHanded,Neutral,Neutral,imrp,1,None,923,44,12,388,349,345,455,487,180,192,,C,13,1,0
later,later,5.333,1.177,0.636504217,27,0.00%,5.563,1.315,0.734075185,16,0.00%,0,,,2.75,2.025,-0.123,36,4.173,Adverb,0,1,0,533.87,1267.94,734.07,1768.44,OneHanded,Neutral,Neutral,imrp,1,Straight,923,48,12,388,349,345,455,487,177,192,,D,77,1,0
laugh,laugh,5.267,1.337,0.543272186,30,0.00%,5.611,1.037,0.625046177,18,0.00%,0,,,4.75,2.075,0.851,36,3.506,Verb,0,1,0,367.03,767.43,400.4,1468.14,SymmetricalOrAlternating,Head,CheekNose,i,1,None,866,37,22,332,300,45,265,487,180,134,,C,28,3,0
lawnmower,lawnmower,3.08,1.656,-0.956265318,25,0.00%,3,1.797,-0.967423971,14,0.00%,1,36.00%,28.57%,3.8,1.948,0.486,30,1.398,Noun,0,0,0,300.3,834.17,533.87,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,B,64,3,0
lawyer,lawyer,3.84,1.463,-0.072880907,25,0.00%,3.733,1.163,-0.086782271,15,0.00%,0,,,1.476,2.153,-0.968,21,3.608,Noun,1,1,0,367.03,1201.2,834.17,1534.87,AsymmetricalDifferentHandshape,Hand,Palm,i,1,Curved,745,26,0,178,216,91,265,487,125,134,,A,7,3,0
lazy,lazy,5.407,1.421,0.841503704,27,0.00%,5.308,1.109,0.771105906,13,0.00%,0,,,1.567,2.074,-0.702,30,2.772,Adjective,0,1,0,300.3,1067.73,767.43,1434.77,OneHanded,Body,Clavicle,i,1,BackAndForth,861,22,3,388,100,41,265,487,354,134,,A,50,2,0
leaf,leaf,2.68,1.406,-0.840798417,25,7.41%,2.8,1.082,-0.787937577,15,11.76%,0,,,1.419,2.166,-0.695,31,2.425,Noun,0,0,0,533.87,1101.1,567.23,1835.17,OneHanded,Neutral,Neutral,i,1,Straight,881,37,10,388,349,345,265,487,125,134,,D,83,2,0
learn,learn,6.2,1,0.928236565,25,0.00%,6.5,0.65,1.090931426,14,0.00%,0,,,3.259,2.016,0.172,27,3.782,Verb,0,0,0,433.77,900.9,467.13,1568.24,AsymmetricalDifferentHandshape,Hand,Palm,imrp,3,Straight,702,16,2,178,216,91,455,88,177,34,,B,42,1,0
leave,leave,4.32,1.435,-0.197711747,25,0.00%,4.286,1.49,-0.207439799,14,0.00%,0,,,2.467,2.045,-0.154,30,4.456,Verb,0,0,0,433.77,767.43,333.67,1334.67,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,B,84,2,0
lecture,lecture,4.733,1.363,0.218930122,30,0.00%,5,1.188,0.274777401,18,0.00%,0,,,1.833,2.075,-0.539,36,2.728,Noun,0,0,0,400.4,800.8,400.4,1501.5,OneHanded,Neutral,Neutral,imrp,1,BackAndForth,943,70,32,388,349,345,455,487,354,192,,C,48,3,0
lemon,lemon,4.452,1.588,0.22205394,31,0.00%,4.111,1.41,0.073733592,18,0.00%,0,,,1.514,2.048,-0.776,37,2.788,Noun,0,1,0,633.97,1301.3,667.33,2469.14,OneHanded,Head,Chin,i,1,None,801,86,22,388,300,63,265,487,180,134,,A,69,1,0
lesson,lesson,4.038,1.248,-0.057901937,26,0.00%,4.25,1.291,0.028150808,16,0.00%,1,46.15%,31.25%,3.323,1.821,-0.071,31,3.216,Noun,0,0,0,533.87,1301.3,767.43,2202.2,AsymmetricalDifferentHandshape,Hand,Palm,imrp,4,Curved,665,12,1,178,216,91,455,52,125,30,,D,83,3,0
let_know,let_know,5.296,1.265,0.644128999,27,0.00%,5.529,1.179,0.706400764,17,0.00%,0,,,2.226,2.166,-0.33,31,NA,Verb,0,0,0,600.6,1167.84,567.23,1768.44,OneHanded,Head,Other,imrp,6,Straight,817,19,1,388,300,74,455,74,177,20,,D,28,2,0
letter,letter,4.567,1.455,0.11434345,30,0.00%,4.667,1.609,0.041577056,18,0.00%,0,,,1.8,1.921,-0.55,30,3.625,Noun,0,0,0,567.23,867.53,300.3,1634.97,AsymmetricalSameHandshape,Head,Mouth,thumb,1,Straight,726,6,5,78,300,40,54,487,177,44,,C,31,1,0
lettuce,lettuce,4.484,1.503,0.238615027,31,0.00%,4.389,1.501,0.206352524,18,0.00%,0,,,1.444,2.048,-0.831,36,2.241,Noun,0,0,0,533.87,1101.1,567.23,1868.54,OneHanded,Head,Forehead,imrp,2,BackAndForth,859,35,2,388,300,26,455,76,354,18,,A,83,1,0
library,library,4.963,1.891,0.59185198,27,0.00%,4.692,2.097,0.436497625,13,0.00%,0,,,1.448,2.074,-0.782,29,3.069,Noun,0,1,0,266.93,1067.73,800.8,1234.57,OneHanded,Neutral,Neutral,i,1,Circular,877,22,3,388,349,345,265,487,111,134,,A,41,2,0
lie,lie,4.917,1.381,0.173581186,24,0.00%,4.538,1.33,-0.07326493,13,0.00%,0,,,1.433,1.948,-0.683,30,3.788,Verb,0,0,0,567.23,967.63,400.4,1568.24,OneHanded,Head,Chin,imrp,1,Straight,897,64,8,388,300,63,455,487,177,192,,B,12,3,0
light_weight,light_weight,3.867,1.306,-0.261864577,30,0.00%,3.778,1.215,-0.413054382,18,0.00%,0,,,2.667,1.921,-0.127,30,1.778,Adjective,0,0,0,400.4,734.07,333.67,1668.34,SymmetricalOrAlternating,Neutral,Neutral,m,3,Curved,565,10,0,332,349,345,30,88,125,23,,C,12,1,0
lighter,lighter,3.481,1.929,-0.353397466,27,0.00%,3.588,2.002,-0.311971754,17,0.00%,0,,,6.71,2.166,1.753,31,2.661,Noun,0,0,0,667.33,1501.5,834.17,2369.04,OneHanded,Neutral,Neutral,thumb,1,None,842,21,3,388,349,345,54,487,180,44,,D,25,2,0
lightning,lightning,3.038,1.509,-0.631676689,26,3.70%,2.765,1.393,-0.812064501,17,0.00%,0,,,4.867,2.166,0.888,30,2.859,Noun,0,0,0,500.5,1368.04,867.53,1901.9,OneHanded,Neutral,Neutral,i,1,BackAndForth,915,44,7,388,349,345,265,487,354,134,,D,69,2,0
line,line,3.733,1.701,-0.351961129,30,0.00%,4,1.715,-0.288739183,18,0.00%,0,,,5.63,2.025,1.404,27,4.022,Noun,0,0,0,834.17,1234.57,400.4,2902.9,SymmetricalOrAlternating,Neutral,Neutral,p,1,Straight,773,28,3,332,349,345,41,487,177,38,,C,69,2,0
lion,lion,3.32,1.93,-0.32963187,25,0.00%,3,1.773,-0.458904285,15,0.00%,0,,,3.81,2.153,0.093,21,2.894,Noun,0,0,0,300.3,934.27,633.97,1301.3,OneHanded,Head,Other,imrp,2,Curved,798,18,0,388,300,74,455,76,125,18,,A,12,3,0
lipstick,lipstick,3.72,1.72,-0.576945958,25,0.00%,3.857,1.46,-0.48616248,14,0.00%,0,,,5.967,2.045,1.582,30,2.653,Noun,0,0,0,433.77,867.53,433.77,1735.07,OneHanded,Head,Mouth,i,2,BackAndForth,760,34,8,388,300,40,265,76,354,39,,B,46,2,0
list,list,4.852,1.262,0.399392253,27,0.00%,5.125,1.455,0.544970126,16,0.00%,0,,,4.889,2.025,0.935,36,3.614,Noun,0,0,0,567.23,1468.14,900.9,1968.64,AsymmetricalDifferentHandshape,Hand,FingerFront,imrp,3,Other,653,7,0,178,216,12,455,88,46,34,,D,41,1,0
live_1,live,4.44,1.446,-0.135279003,25,0.00%,4.286,1.59,-0.248563008,14,0.00%,0,,,1.733,1.948,-0.543,30,4.245,Verb,0,1,0,400.4,700.7,300.3,1334.67,SymmetricalOrAlternating,Body,Waist,i,1,Curved,819,14,3,332,100,4,265,487,125,134,,B,46,3,0
live_2,live,5.44,1.325,0.496768577,25,0.00%,5.571,1.089,0.518559034,14,0.00%,0,,,2,1.948,-0.407,30,4.245,Verb,0,0,0,500.5,834.17,333.67,1768.44,SymmetricalOrAlternating,Body,Waist,thumb,1,Straight,751,6,0,332,100,4,54,487,177,44,,B,61,3,0
lobster,lobster,2.923,1.573,-0.681733419,26,0.00%,2.75,1.612,-0.808272836,16,0.00%,1,61.54%,62.50%,4.833,2.025,0.898,36,2.574,Noun,0,0,0,633.97,1434.77,800.8,2335.67,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,None,746,41,6,332,349,345,455,108,180,89,,D,72,1,0
lock,lock,4.778,1.672,0.350379023,27,0.00%,5.125,1.544,0.529957225,16,0.00%,0,,,3.257,2.025,0.104,35,3.46,Noun,0,0,0,533.87,1634.97,1101.1,2135.47,AsymmetricalSameHandshape,Hand,PalmBack,imrp,7,Circular,636,12,1,78,216,24,455,82,111,72,,D,78,1,0
lonely,lonely,3.72,1.595,-0.527934549,25,0.00%,3.571,1.453,-0.635915616,14,0.00%,0,,,1.867,1.948,-0.493,30,3.328,Adjective,0,0,0,567.23,1034.37,467.13,1868.54,OneHanded,Head,Chin,i,1,BackAndForth,861,90,7,388,300,63,265,487,354,134,,B,78,3,0
long_line,long_line,4.593,1.526,0.234609764,27,0.00%,4.813,1.515,0.345513187,16,0.00%,1,92.59%,93.75%,4.4,1.821,0.549,30,1.785,Noun,0,0,0,600.6,1034.37,433.77,2002,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,D,38,1,0
look_appearance,look_appearance,4.68,1.345,0.018179301,25,0.00%,4.714,1.267,0.023598586,14,0.00%,0,,,5.633,2.045,1.411,30,4.997,Verb,0,0,0,433.77,1234.57,800.8,1901.9,OneHanded,Head,Other,i,1,Circular,802,48,6,388,300,74,265,487,111,134,,B,68,2,0
look_at,look_at,5.08,1.656,0.203784751,25,0.00%,5.357,1.906,0.407957342,14,0.00%,0,,,5.185,2.016,1.134,27,4.997,Verb,0,0,0,600.6,1067.73,467.13,1901.9,OneHanded,Head,Eye,im,4,Straight,640,7,0,388,300,61,129,52,177,5,,B,41,1,0
look_for,look_for,5.52,1.358,0.543904148,25,0.00%,5.857,1.167,0.707576343,14,0.00%,0,,,3.4,1.948,0.304,30,4.997,Verb,0,0,0,500.5,1134.47,633.97,1801.8,OneHanded,Head,Other,imrp,5,Circular,788,20,0,388,300,74,455,108,111,89,,B,45,3,0
lose,lose,4.077,1.324,-0.082474599,26,0.00%,4.125,1.36,-0.081859523,16,0.00%,0,,,1.478,2.009,-0.749,23,3.923,Verb,0,0,0,567.23,1034.37,467.13,1768.44,AsymmetricalDifferentHandshape,Hand,Palm,im,1,Straight,703,33,2,178,216,91,129,487,177,66,,D,64,3,0
lose_game,lose_game,3.867,1.57,-0.31158829,30,0.00%,3.889,1.779,-0.378285686,18,0.00%,0,,,2.074,2.025,-0.373,27,3.923,Verb,0,0,0,400.4,934.27,533.87,1735.07,AsymmetricalDifferentHandshape,Hand,Palm,im,1,Straight,703,33,2,178,216,91,129,487,177,66,,C,9,2,0
loud,loud,3.808,1.386,-0.181935798,26,0.00%,3.824,1.425,-0.234392422,17,0.00%,0,,,3.226,2.166,0.132,31,3.308,Adverb,0,0,0,633.97,1501.5,867.53,2135.47,SymmetricalOrAlternating,Head,Other,i,1,BackAndForth,902,27,7,332,300,74,265,487,354,134,,D,7,2,0
loyal,loyal,3.038,1.113,-0.642929307,26,0.00%,3.25,0.931,-0.499085431,16,0.00%,0,,,2.72,2.009,-0.122,25,2.788,Adjective,0,1,0,433.77,1568.24,1134.47,2035.37,OneHanded,Body,Clavicle,i,3,Circular,660,3,0,388,100,41,265,88,111,17,,D,17,3,0
lucky,lucky,4.704,1.171,0.283953985,27,0.00%,4.824,1.334,0.306221427,17,0.00%,0,,,1.29,2.166,-0.758,31,3.864,Adjective,0,0,0,600.6,1201.2,600.6,1801.8,OneHanded,Head,Chin,m,5,Straight,619,6,0,388,300,63,30,108,177,2,,D,8,2,0
machine,machine,4.72,1.458,0.370909009,25,0.00%,4.8,1.474,0.43812745,15,0.00%,0,,,1.333,2.153,-1.033,21,3.554,Noun,0,0,0,600.6,1368.04,767.43,2635.97,SymmetricalOrAlternating,Neutral,Neutral,imrp,2,BackAndForth,791,67,4,332,349,345,455,76,354,18,,A,78,3,0
magazine,magazine,4.519,1.503,0.356487042,27,0.00%,4.462,1.664,0.324136512,13,0.00%,0,,,1.3,2.074,-0.817,30,3.229,Noun,0,0,0,867.53,1468.14,600.6,1968.64,AsymmetricalDifferentHandshape,Hand,FingerUlnar,i,2,BackAndForth,644,26,4,178,216,3,265,76,354,39,,A,76,2,0
magic,magic,2.538,1.14,-0.880953522,26,0.00%,2.75,0.931,-0.757173759,16,0.00%,0,,,3.652,2.009,0.292,23,3.429,Noun,0,0,0,433.77,1468.14,1034.37,2102.1,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,None,746,41,6,332,349,345,455,108,180,89,,D,18,3,0
magnet,magnet,2.25,1.005,-1.272199744,28,6.67%,2.25,0.931,-1.320177894,16,11.11%,0,,,3.857,2.075,0.413,35,2.84,Noun,0,0,0,467.13,800.8,333.67,1601.6,SymmetricalOrAlternating,Neutral,Neutral,m,3,Straight,597,10,0,332,349,345,30,88,177,23,,C,3,3,0
mail,mail,4.815,1.711,0.372786049,27,0.00%,5.118,1.576,0.474752873,17,0.00%,1,85.19%,88.24%,2.767,2.166,-0.069,30,3.274,Noun,0,0,0,600.6,1368.04,767.43,2068.74,AsymmetricalDifferentHandshape,Head,Mouth,thumb,1,Straight,774,7,5,178,300,40,54,487,177,44,,D,19,2,0
make,make,5.567,1.165,0.703842867,30,0.00%,5.778,1.166,0.72256959,18,0.00%,0,,,2.867,1.921,-0.012,30,4.85,Verb,0,0,0,367.03,900.9,533.87,1601.6,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,None,737,42,4,332,349,345,455,82,180,72,,C,32,1,0
man,man,5.75,1.43,0.777159111,28,3.33%,6,1.061,0.829113648,17,0.00%,0,,,1.833,1.921,-0.524,30,4.974,Noun,0,0,0,500.5,533.87,33.37,1568.24,OneHanded,Head,Forehead,thumb,1,Straight,771,35,5,388,300,26,54,487,177,44,,C,40,1,0
many,many,5.423,1.172,0.705808275,26,0.00%,5.75,1.065,0.833926281,16,0.00%,0,,,3.783,2.009,0.366,23,4.263,Minor,0,0,0,767.43,1534.87,767.43,2202.2,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,D,65,3,0
mascara,mascara,2.769,1.681,-0.733980657,26,3.70%,2.75,1.949,-0.774952128,16,0.00%,1,88.46%,87.50%,5.667,2.025,1.342,36,1.813,Noun,0,0,0,600.6,1668.34,1067.73,2135.47,OneHanded,Head,Eye,i,1,None,801,86,22,388,300,61,265,487,180,134,,D,71,1,0
match,match,4.111,1.368,-0.033251105,27,0.00%,4.375,1.455,0.090318196,16,0.00%,0,,,3.571,2.025,0.282,35,3.402,Verb,0,0,0,533.87,1468.14,934.27,2035.37,SymmetricalOrAlternating,Neutral,Neutral,imrp,2,Straight,756,31,1,332,349,345,455,76,177,18,,D,50,1,0
math,math,5.32,1.749,0.695906872,25,0.00%,5.267,1.71,0.693393474,15,0.00%,0,,,1.476,2.153,-0.966,21,2.923,Noun,0,1,0,300.3,834.17,533.87,1067.73,SymmetricalOrAlternating,Neutral,Neutral,imrp,3,BackAndForth,791,66,3,332,349,345,455,88,354,34,,A,27,3,0
maybe,maybe,6.04,1.274,0.843051543,25,0.00%,6.357,1.008,0.984024023,14,0.00%,0,,,5.867,1.948,1.55,30,4.674,Adverb,0,0,0,500.5,934.27,433.77,1801.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,B,22,3,0
mcdonalds_2,mcdonalds,2.259,1.534,-1.222709601,27,10.00%,2.688,1.74,-1.078302335,16,11.11%,0,,,5.267,1.921,1.22,30,2.286,Name,0,1,0,300.3,1234.57,934.27,1968.64,OneHanded,Neutral,Neutral,imrp,4,Curved,826,12,3,388,349,345,455,52,125,30,,C,35,1,0
me,me,6.76,0.597,1.301722796,25,0.00%,6.929,0.267,1.335351737,14,0.00%,0,,,7,2.016,2.123,27,5.673,Minor,0,0,0,333.67,667.33,333.67,1334.67,OneHanded,Body,TorsoTop,i,1,Straight,813,22,0,388,100,18,265,487,177,134,,B,68,1,0
mean_1,mean_1,4.4,1.414,-0.128918654,25,0.00%,4.143,1.406,-0.285723419,14,0.00%,1,96.00%,92.86%,1.367,2.045,-0.663,30,2.972,Adjective,0,0,0,433.77,767.43,333.67,1501.5,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Straight,733,51,5,332,349,345,455,108,177,89,,B,69,2,0
mean_2,mean_2,5,1.414,0.390974124,30,0.00%,5.056,1.392,0.331657133,18,0.00%,0,,,1.3,1.921,-0.791,30,4.802,Verb,0,0,0,567.23,1267.94,700.7,2569.24,Other,Hand,Palm,im,1,None,700,5,5,17,216,21,129,487,180,66,,C,46,1,0
measure,measure,3.179,1.389,-0.69127612,28,0.00%,3.125,1.147,-0.781479823,16,0.00%,0,,,1.889,2.025,-0.414,27,3.238,Noun,0,0,0,467.13,900.9,433.77,1468.14,AsymmetricalSameHandshape,Hand,FingerTip,p,1,None,669,6,1,78,216,15,41,487,180,38,,C,37,2,0
meat,meat,2.474,1.954,-1.03230088,19,29.63%,2.636,2.248,-0.88545207,11,35.29%,0,,,1.548,2.166,-0.639,31,3.348,Noun,0,0,0,567.23,1534.87,967.63,2102.1,AsymmetricalDifferentHandshape,Hand,FingerRadial,imrp,4,None,698,14,1,178,216,33,455,52,180,30,,D,22,2,0
mechanic_1,mechanic,3.68,1.547,-0.143059312,25,0.00%,3.4,1.352,-0.256245965,15,0.00%,1,72.00%,73.33%,2.429,2.153,-0.521,21,2.413,Noun,1,0,0,367.03,1234.57,867.53,1501.5,AsymmetricalDifferentHandshape,Hand,Other,im,1,None,706,26,5,178,216,74,129,487,180,66,,A,30,3,0
mechanic_2,mechanic,2.741,1.318,-0.796291723,27,0.00%,2.563,1.094,-0.90182375,16,0.00%,1,37.04%,31.25%,5.27,2.025,1.111,37,2.413,Noun,1,0,0,433.77,1401.4,967.63,2168.84,AsymmetricalDifferentHandshape,Hand,Other,im,1,None,706,26,5,178,216,74,129,487,180,66,,D,66,1,0
medicine,medicine,4.9,1.348,0.308761606,30,0.00%,5.056,1.392,0.286550043,18,0.00%,1,96.67%,100.00%,1.771,2.075,-0.557,35,3.242,Noun,0,0,0,467.13,867.53,400.4,1701.7,AsymmetricalDifferentHandshape,Hand,Palm,m,3,BackAndForth,556,9,2,178,216,91,30,88,354,23,,C,40,3,0
meet,meet,5.423,1.391,0.734281966,26,0.00%,5.765,1.147,0.858110593,17,0.00%,0,,,5.452,2.166,1.161,31,4.254,Verb,0,0,0,467.13,1501.5,1034.37,2002,SymmetricalOrAlternating,Neutral,Neutral,i,1,Straight,840,41,10,332,349,345,265,487,177,134,,D,18,2,0
meeting,meeting,5.621,1.347,0.767192788,29,0.00%,5.941,1.144,0.8272337,17,0.00%,0,,,2.889,2.075,-0.057,36,3.83,Noun,0,0,0,433.77,834.17,400.4,1434.77,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,C,82,3,0
metal,metal,3.593,1.575,-0.323221486,27,0.00%,3.765,1.393,-0.247571852,17,0.00%,1,81.48%,76.47%,1.097,2.166,-0.847,31,2.997,Noun,1,0,0,433.77,1267.94,834.17,2235.57,OneHanded,Head,UnderChin,i,2,BackAndForth,760,34,8,388,300,7,265,76,354,39,,D,37,2,0
metaphor,metaphor,2.167,1.425,-1.244955813,18,33.33%,2.636,1.629,-0.940434481,11,35.29%,0,,,1.586,2.166,-0.632,29,2.299,Noun,0,0,0,633.97,1401.4,767.43,2268.94,AsymmetricalDifferentHandshape,Hand,Palm,i,2,Curved,545,11,1,178,216,91,265,76,125,39,,D,59,2,0
microscope,microscope,1.667,1.328,-1.328852319,18,28.00%,1.5,1.269,-1.299726917,10,33.33%,0,,,5.714,2.153,0.994,21,2.114,Noun,0,0,0,633.97,1167.84,533.87,1801.8,SymmetricalOrAlternating,Head,Eye,imrp,6,None,814,7,1,332,300,61,455,74,180,20,,A,76,3,0
microwave,microwave,3.778,1.695,-0.044751988,27,0.00%,3.538,1.613,-0.120754376,13,0.00%,0,,,1.867,2.074,-0.56,30,2.301,Noun,0,0,0,333.67,700.7,367.03,1034.37,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,A,43,2,0
milk,milk,6.233,1.331,1.149958499,30,0.00%,6.444,1.042,1.287667195,18,0.00%,0,,,4.211,2.048,0.479,38,3.337,Noun,0,0,0,333.67,867.53,533.87,1034.37,OneHanded,Neutral,Neutral,imrp,7,None,833,21,4,388,349,345,455,82,180,72,,A,51,1,0
mime,mime,2.048,1.596,-1.246204393,21,19.23%,1.846,1.676,-1.369654871,13,18.75%,1,80.95%,92.31%,2.087,2.009,-0.399,23,1.771,Noun,0,1,0,433.77,1534.87,1101.1,2102.1,SymmetricalOrAlternating,Body,Clavicle,imrp,4,Circular,668,6,0,332,100,41,455,52,111,30,,D,19,3,0
mind,mind,4.583,1.442,-0.136527071,24,0.00%,4.385,1.557,-0.207894659,13,0.00%,0,,,6.481,2.016,1.85,27,4.393,Noun,0,0,0,600.6,867.53,266.93,1601.6,OneHanded,Head,Eye,i,5,BackAndForth,795,29,0,388,300,61,265,108,354,11,,B,46,1,0
minute,minute,4.792,1.474,0.033828882,24,0.00%,4.923,1.656,0.154004628,13,0.00%,0,,,2.593,2.016,-0.155,27,4.285,Noun,0,0,0,600.6,734.07,133.47,1568.24,AsymmetricalDifferentHandshape,Hand,FingerTip,i,1,None,746,36,1,178,216,15,265,487,180,134,,B,74,1,0
mirror,mirror,4.88,1.453,0.483215077,25,0.00%,4.733,1.163,0.445654593,15,0.00%,0,,,6.429,2.153,1.344,21,3.091,Noun,0,0,0,400.4,834.17,433.77,1034.37,OneHanded,Head,Other,imrp,1,None,889,82,10,388,300,74,455,487,180,192,,A,34,3,0
